,Title,key_1,Year,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
2993,the quarry,1998,1998,tt0169156,movie,the quarry,the quarry,0.0,1998.0,,112,"Drama,Mystery,Thriller"
698,the quest,1996,1996,tt0117420,movie,the quest,the quest,0.0,1996.0,,95,"Action,Adventure,Drama"
307,the quick and the dead,1995,1995,tt0114214,movie,the quick and the dead,the quick and the dead,0.0,1995.0,,108,"Action,Romance,Thriller"
1163,the quiet man,1952,1952,tt0045061,movie,the quiet man,the quiet man,0.0,1952.0,,129,"Comedy,Drama,Romance"
1412,the quiet room,1996,1996,tt0117422,movie,the quiet room,the quiet room,0.0,1996.0,,93,Drama
2411,the rage: carrie 2,1999,1999,tt0144814,movie,the rage: carrie 2,the rage: carrie 2,0.0,1999.0,,104,"Drama,Horror,Sci-Fi"
1590,the rainmaker,1997,1997,tt0119978,movie,the rainmaker,the rainmaker,0.0,1997.0,,135,"Crime,Drama,Thriller"
1915,the rapture,1991,1991,tt0102757,movie,the rapture,the rapture,0.0,1991.0,,100,"Drama,Mystery"
2636,the raven,1963,1963,tt0057449,movie,the raven,the raven,0.0,1963.0,,86,"Comedy,Fantasy,Horror"
2764,the razor's edge,1984,1984,tt0087980,movie,the razor's edge,the razor's edge,0.0,1984.0,,128,"Drama,Romance,War"
1758,the real blonde,1997,1997,tt0119987,movie,the real blonde,the real blonde,0.0,1997.0,,105,"Comedy,Drama,Romance"
520,the ref,1994,1994,tt0110955,movie,the ref,the ref,0.0,1994.0,,97,"Comedy,Crime,Drama"
854,the relic,1997,1997,tt0120004,movie,the relic,the relic,0.0,1997.0,,110,"Horror,Mystery,Sci-Fi"
910,the reluctant debutante,1958,1958,tt0052126,movie,the reluctant debutante,the reluctant debutante,0.0,1958.0,,94,"Comedy,Romance"
521,the remains of the day,1993,1993,tt0107943,movie,the remains of the day,the remains of the day,0.0,1993.0,,134,"Drama,Romance"
1680,the replacement killers,1998,1998,tt0120008,movie,the replacement killers,the replacement killers,0.0,1998.0,,87,"Action,Crime,Thriller"
3566,the replacements,2000,2000,tt0191397,movie,the replacements,the replacements,0.0,2000.0,,118,"Comedy,Sport"
1976,the rescuers,1977,1977,tt0076618,movie,the rescuers,the rescuers,0.0,1977.0,,78,"Adventure,Animation,Comedy"
1975,the rescuers down under,1990,1990,tt0100477,movie,the rescuers down under,the rescuers down under,0.0,1990.0,,77,"Adventure,Animation,Comedy"
963,the rich man's wife,1996,1996,tt0117473,movie,the rich man's wife,the rich man's wife,0.0,1996.0,,95,Thriller
1167,the right stuff,1983,1983,tt0086197,movie,the right stuff,the right stuff,0.0,1983.0,,193,"Adventure,Biography,Drama"
2097,the ring,1927,1927,tt0018328,movie,the ring,the ring,0.0,1927.0,,116,"Drama,Romance,Sport"
2918,the river,1984,1984,tt0088007,movie,the river,the river,0.0,1984.0,,124,Drama
373,the river wild,1994,1994,tt0110997,movie,the river wild,the river wild,0.0,1994.0,,111,"Adventure,Crime,Thriller"
3246,the road to el dorado,2000,2000,tt0138749,movie,the road to el dorado,the road to el dorado,0.0,2000.0,,89,"Adventure,Animation,Comedy"
526,the road to wellville,1994,1994,tt0111001,movie,the road to wellville,the road to wellville,0.0,1994.0,,118,"Comedy,Drama"
722,the rock,1996,1996,tt0117500,movie,the rock,the rock,0.0,1996.0,,136,"Action,Adventure,Thriller"
1979,the rocketeer,1991,1991,tt0102803,movie,the rocketeer,the rocketeer,0.0,1991.0,,108,"Action,Adventure,Family"
2526,the rocky horror picture show,1975,1975,tt0073629,movie,the rocky horror picture show,the rocky horror picture show,0.0,1975.0,,100,"Comedy,Horror,Musical"
2223,the rugrats movie,1998,1998,tt0134067,movie,the rugrats movie,the rugrats movie,0.0,1998.0,,79,"Adventure,Animation,Comedy"
1106,the ruling class,1972,1972,tt0069198,movie,the ruling class,the ruling class,0.0,1972.0,,154,"Comedy,Drama,Musical"
675,the run of the country,1995,1995,tt0114307,movie,the run of the country,the run of the country,0.0,1995.0,,109,"Drama,Romance"
3427,the running man,1987,1987,tt0093894,movie,the running man,the running man,0.0,1987.0,,101,"Action,Sci-Fi,Thriller"
1695,the sadness of sex,1995,1995,tt0114322,movie,the sadness of sex,the sadness of sex,0.0,1995.0,,87,"Comedy,Romance"
1404,the saint,1997,1997,tt0120053,movie,the saint,the saint,0.0,1997.0,,116,"Action,Adventure,Romance"
534,the saint of fort washington,1993,1993,tt0108026,movie,the saint of fort washington,the saint of fort washington,0.0,1993.0,,103,Drama
2886,the sandpiper,1965,1965,tt0059674,movie,the sandpiper,the sandpiper,0.0,1965.0,,117,Drama
317,the santa clause,1994,1994,tt0111070,movie,the santa clause,the santa clause,0.0,1994.0,,97,"Comedy,Drama,Family"
3024,the saphead,1920,1920,tt0011652,movie,the saphead,the saphead,0.0,1920.0,,77,"Comedy,Drama,Romance"
928,the scarlet letter,1926,1926,tt0017350,movie,the scarlet letter,the scarlet letter,0.0,1926.0,,115,Drama
213,the scarlet letter,1995,1995,tt0114345,movie,the scarlet letter,the scarlet letter,0.0,1995.0,,135,"Drama,Romance,Western"
536,the scout,1994,1994,tt0111094,movie,the scout,the scout,0.0,1994.0,,101,"Comedy,Drama,Sport"
2945,the sea wolves,1980,1980,tt0081470,movie,the sea wolves,the sea wolves,0.0,1980.0,,120,"Action,History,War"
3143,the searchers,1956,1956,tt0049730,movie,the searchers,the searchers,0.0,1956.0,,119,"Adventure,Drama,Western"
1457,the second jungle book: mowgli & baloo,1997,1997,tt0120087,movie,the second jungle book: mowgli & baloo,the second jungle book: mowgli & baloo,0.0,1997.0,,88,"Adventure,Comedy,Drama"
389,the secret adventures of tom thumb,1993,1993,tt0108069,movie,the secret adventures of tom thumb,the secret adventures of tom thumb,0.0,1993.0,,60,"Adventure,Animation,Sci-Fi"
1012,the secret agent,1996,1996,tt0117582,movie,the secret agent,the secret agent,0.0,1996.0,,95,"Drama,Thriller"
539,the secret garden,1993,1993,tt0108071,movie,the secret garden,the secret garden,0.0,1993.0,,101,"Drama,Family,Fantasy"
2020,the secret of nimh,1982,1982,tt0084649,movie,the secret of nimh,the secret of nimh,0.0,1982.0,,82,"Adventure,Animation,Drama"
313,the secret of roan inish,1994,1994,tt0111112,movie,the secret of roan inish,the secret of roan inish,0.0,1994.0,,103,"Drama,Family,Fantasy"
2137,the seventh sign,1988,1988,tt0096073,movie,the seventh sign,the seventh sign,0.0,1988.0,,97,"Drama,Fantasy,Horror"
542,the shadow,1994,1994,tt0111143,movie,the shadow,the shadow,0.0,1994.0,,108,"Action,Adventure,Crime"
1981,the shaggy d.a.,1976,1976,tt0075200,movie,the shaggy d.a.,the shaggy d.a.,0.0,1976.0,,91,"Comedy,Family,Fantasy"
985,the shaggy dog,1959,1959,tt0053271,movie,the shaggy dog,the shaggy dog,0.0,1959.0,,104,"Comedy,Family,Fantasy"
318,the shawshank redemption,1994,1994,tt0111161,movie,the shawshank redemption,the shawshank redemption,0.0,1994.0,,142,Drama
2157,the sheltering sky,1990,1990,tt0100594,movie,the sheltering sky,the sheltering sky,0.0,1990.0,,138,"Adventure,Drama"
1195,the shining,1980,1980,tt0081505,movie,the shining,the shining,0.0,1980.0,,146,"Drama,Horror"
1122,the shooter,1995,1995,tt0114432,movie,hidden assassin,the shooter,0.0,1995.0,,104,"Action,Crime,Drama"
2903,the shop around the corner,1940,1940,tt0033045,movie,the shop around the corner,the shop around the corner,0.0,1940.0,,99,"Comedy,Drama,Romance"
214,the show,1995,1995,tt0114435,movie,the show,the show,0.0,1995.0,,93,"Documentary,Music"
2204,the siege,1998,1998,tt0133952,movie,the siege,the siege,0.0,1998.0,,116,"Action,Thriller"
602,the silence of the lambs,1991,1991,tt0102926,movie,the silence of the lambs,the silence of the lambs,0.0,1991.0,,118,"Crime,Drama,Thriller"
1418,the sixth man,1997,1997,tt0120142,movie,the sixth man,the sixth man,0.0,1997.0,,107,"Comedy,Drama,Fantasy"
2620,the sixth sense,1999,1999,tt0167404,movie,the sixth sense,the sixth sense,0.0,1999.0,,107,"Drama,Mystery,Thriller"
2088,the skin game,1931,1931,tt0022395,movie,the skin game,the skin game,0.0,1931.0,,85,Drama
3247,the skulls,2000,2000,tt0192614,movie,the skulls,the skulls,0.0,2000.0,,106,"Action,Crime,Drama"
3628,the slumber party massacre,1982,1982,tt0084695,movie,the slumber party massacre,the slumber party massacre,0.0,1982.0,,77,Horror
3006,the snows of kilimanjaro,1952,1952,tt0045162,movie,the snows of kilimanjaro,the snows of kilimanjaro,0.0,1952.0,,114,"Adventure,Drama,Romance"
3251,the son of the sheik,1926,1926,tt0017416,movie,the son of the sheik,the son of the sheik,0.0,1926.0,,68,"Adventure,Drama,Romance"
1005,the sound of music,1965,1965,tt0059742,movie,the sound of music,the sound of music,0.0,1965.0,,172,"Biography,Drama,Family"
1737,the spanish prisoner,1997,1997,tt0120176,movie,the spanish prisoner,the spanish prisoner,0.0,1997.0,,110,"Drama,Mystery,Thriller"
314,the specialist,1994,1994,tt0111255,movie,the specialist,the specialist,0.0,1994.0,,110,"Action,Drama,Thriller"
3601,the specials,2000,2000,tt0181836,movie,the specials,the specials,0.0,2000.0,,82,"Action,Comedy,Fantasy"
3558,the spiral staircase,1946,1946,tt0038975,movie,the spiral staircase,the spiral staircase,0.0,1946.0,,83,"Drama,Horror,Mystery"
835,the spitfire grill,1996,1996,tt0117718,movie,the spitfire grill,the spitfire grill,0.0,1996.0,,117,Drama
3383,the spy who loved me,1977,1977,tt0076752,movie,the spy who loved me,the spy who loved me,0.0,1977.0,,125,"Action,Adventure,Thriller"
221,the stars fell on henrietta,1995,1995,tt0114534,movie,the stars fell on henrietta,the stars fell on henrietta,0.0,1995.0,,109,Drama
2216,the stepford wives,1975,1975,tt0073747,movie,the stepford wives,the stepford wives,0.0,1975.0,,115,"Horror,Mystery,Sci-Fi"
2441,the sticky fingers of time,1997,1997,tt0127302,movie,the sticky fingers of time,the sticky fingers of time,0.0,1997.0,,81,Sci-Fi
1170,the sting,1973,1973,tt0070735,movie,the sting,the sting,0.0,1973.0,,129,"Comedy,Crime,Drama"
2792,the story of us,1999,1999,tt0160916,movie,the story of us,the story of us,0.0,1999.0,,95,"Comedy,Drama,Romance"
2797,the straight story,1999,1999,tt0166896,movie,the straight story,the straight story,0.0,1999.0,,112,"Biography,Drama"
1364,the stranger,1994,1994,tt0123281,movie,the stranger,the stranger,0.0,1994.0,,,Thriller
736,the stupids,1996,1996,tt0117768,movie,the stupids,the stupids,0.0,1996.0,,94,"Adventure,Comedy"
1312,the substance of fire,1996,1996,tt0117773,movie,the substance of fire,the substance of fire,0.0,1996.0,,97,Drama
687,the substitute,1996,1996,tt0117774,movie,the substitute,the substitute,0.0,1996.0,,114,"Action,Crime,Drama"
2824,the suburbans,1999,1999,tt0157075,movie,the suburbans,the suburbans,0.0,1999.0,,81,"Comedy,Drama"
3465,the sugarland express,1974,1974,tt0072226,movie,the sugarland express,the sugarland express,0.0,1974.0,,110,"Crime,Drama"
322,the sum of us,1994,1994,tt0111309,movie,the sum of us,the sum of us,0.0,1994.0,,100,"Comedy,Drama"
1031,the sunchaser,1996,1996,tt0117781,movie,the sunchaser,the sunchaser,0.0,1996.0,,122,"Crime,Drama"
312,the swan princess,1994,1994,tt0111333,movie,the swan princess,the swan princess,0.0,1994.0,,93,"Adventure,Animation,Comedy"
1631,the sweet hereafter,1997,1997,tt0120255,movie,the sweet hereafter,the sweet hereafter,0.0,1997.0,,112,Drama
994,the sword in the stone,1963,1963,tt0057546,movie,the sword in the stone,the sword in the stone,0.0,1963.0,,79,"Adventure,Animation,Comedy"
3157,the taking of pelham one two three,1974,1974,tt0072251,movie,the taking of pelham one two three,the taking of pelham one two three,0.0,1974.0,,104,"Action,Crime,Thriller"
2979,the talented mr. ripley,1999,1999,tt0134119,movie,the talented mr. ripley,the talented mr. ripley,0.0,1999.0,,139,"Crime,Drama,Thriller"
2849,the taming of the shrew,1967,1967,tt0061407,movie,the taming of the shrew,the taming of the shrew,0.0,1967.0,,122,"Comedy,Drama,Romance"
1587,the tango lesson,1997,1997,tt0120275,movie,the tango lesson,the tango lesson,0.0,1997.0,,100,"Drama,Music,Romance"
3559,the tao of steve,2000,2000,tt0234853,movie,the tao of steve,the tao of steve,0.0,2000.0,,87,"Comedy,Drama,Romance"
1177,the terminator,1984,1984,tt0088247,movie,the terminator,the terminator,0.0,1984.0,,107,"Action,Sci-Fi"
2329,the texas chainsaw massacre 2,1986,1986,tt0092076,movie,the texas chainsaw massacre 2,the texas chainsaw massacre 2,0.0,1986.0,,101,"Comedy,Horror"
2292,the theory of flight,1998,1998,tt0120861,movie,the theory of flight,the theory of flight,0.0,1998.0,,101,"Comedy,Drama,Romance"
1130,the thin blue line,1988,1988,tt0096257,movie,the thin blue line,the thin blue line,0.0,1988.0,,101,"Crime,Documentary"
921,the thin man,1934,1934,tt0025878,movie,the thin man,the thin man,0.0,1934.0,,91,"Comedy,Mystery"
2293,the thin red line,1998,1998,tt0120863,movie,the thin red line,the thin red line,0.0,1998.0,,170,"Drama,History,War"
2162,the thing,1982,1982,tt0084787,movie,the thing,the thing,0.0,1982.0,,109,"Horror,Mystery,Sci-Fi"
2529,the thing from another world,1951,1951,tt0044121,movie,the thing from another world,the thing from another world,0.0,1951.0,,87,"Horror,Sci-Fi"
1151,the third man,1949,1949,tt0041959,movie,the third man,the third man,0.0,1949.0,,104,"Film-Noir,Mystery,Thriller"
2984,the third miracle,1999,1999,tt0174268,movie,the third miracle,the third miracle,0.0,1999.0,,119,Drama
2541,the thirteenth floor,1999,1999,tt0139809,movie,the thirteenth floor,the thirteenth floor,0.0,1999.0,,100,"Mystery,Sci-Fi,Thriller"
2621,the thomas crown affair,1999,1999,tt0155267,movie,the thomas crown affair,the thomas crown affair,0.0,1999.0,,113,"Crime,Romance,Thriller"
2622,the thomas crown affair,1968,1968,tt0063688,movie,the thomas crown affair,the thomas crown affair,0.0,1968.0,,102,"Crime,Drama,Romance"
560,the three musketeers,1993,1993,tt0108333,movie,the three musketeers,the three musketeers,0.0,1993.0,,105,"Action,Adventure,Comedy"
3560,the tic code,1998,1998,tt0165986,movie,the tic code,the tic code,0.0,1998.0,,91,Drama
223,the tie that binds,1995,1995,tt0114666,movie,the tie that binds,the tie that binds,0.0,1995.0,,99,"Crime,Drama,Thriller"
3080,the tigger movie,2000,2000,tt0220099,movie,the tigger movie,the tigger movie,0.0,2000.0,,77,"Adventure,Animation,Comedy"
2637,the tingler,1959,1959,tt0053363,movie,the tingler,the tingler,0.0,1959.0,,82,Horror
2387,the towering inferno,1974,1974,tt0072308,movie,the towering inferno,the towering inferno,0.0,1974.0,,165,"Action,Drama,Thriller"
3424,the toxic avenger part iii: the last temptation of toxie,1989,1989,tt0098502,movie,the toxic avenger part iii: the last temptation of toxie,the toxic avenger part iii: the last temptation of toxie,0.0,1989.0,,102,"Action,Comedy,Fantasy"
1146,the transformers: the movie,1986,1986,tt0092106,movie,the transformers: the movie,the transformers: the movie,0.0,1986.0,,84,"Action,Adventure,Animation"
1191,the treasure of the sierra madre,1948,1948,tt0040897,movie,the treasure of the sierra madre,the treasure of the sierra madre,0.0,1948.0,,126,"Adventure,Drama,Western"
857,the trigger effect,1996,1996,tt0117965,movie,the trigger effect,the trigger effect,0.0,1996.0,,94,"Drama,Thriller"
1957,the trip to bountiful,1985,1985,tt0090203,movie,the trip to bountiful,the trip to bountiful,0.0,1985.0,,108,Drama
2061,the trouble with harry,1955,1955,tt0048750,movie,the trouble with harry,the trouble with harry,0.0,1955.0,,99,"Comedy,Mystery"
1600,the truman show,1998,1998,tt0120382,movie,the truman show,the truman show,0.0,1998.0,,103,"Comedy,Drama"
703,the truth about cats & dogs,1996,1996,tt0117979,movie,the truth about cats & dogs,the truth about cats & dogs,0.0,1996.0,,97,"Comedy,Romance"
1446,the turning,1992,1992,tt0105660,movie,the turning,the turning,0.0,1992.0,,91,Drama
3374,the twelve chairs,1970,1970,tt0066495,movie,the twelve chairs,the twelve chairs,0.0,1970.0,,94,Comedy
2948,the two jakes,1990,1990,tt0100828,movie,the two jakes,the two jakes,0.0,1990.0,,137,"Crime,Drama,Mystery"
1792,the ugly,1997,1997,tt0120401,movie,the ugly,the ugly,0.0,1997.0,,93,"Drama,Horror,Thriller"
1233,the unbearable lightness of being,1988,1988,tt0096332,movie,the unbearable lightness of being,the unbearable lightness of being,0.0,1988.0,,171,"Drama,Romance"
2068,the untouchables,1987,1987,tt0094226,movie,the untouchables,the untouchables,0.0,1987.0,,119,"Crime,Drama,Thriller"
63,the usual suspects,1995,1995,tt0114814,movie,the usual suspects,the usual suspects,0.0,1995.0,,106,"Crime,Drama,Mystery"
1406,the van,1996,1996,tt0118064,movie,the van,the van,0.0,1996.0,,100,"Comedy,Drama"
2574,the velocity of gary,1998,1998,tt0120878,movie,the velocity of gary,the velocity of gary,0.0,1998.0,,100,"Comedy,Drama,Romance"
2883,the verdict,1982,1982,tt0084855,movie,the verdict,the verdict,0.0,1982.0,,129,Drama
3313,the virgin suicides,1999,1999,tt0159097,movie,the virgin suicides,the virgin suicides,0.0,1999.0,,97,"Drama,Romance"
332,the walking dead,1995,1995,tt0114888,movie,the walking dead,the walking dead,0.0,1995.0,,88,"Action,Drama,War"
336,the war,1994,1994,tt0111667,movie,the war,the war,0.0,1994.0,,126,Drama
1467,the war at home,1996,1996,tt0118117,movie,the war at home,the war at home,0.0,1996.0,,123,Drama
2531,the war of the worlds,1953,1953,tt0046534,movie,the war of the worlds,the war of the worlds,0.0,1953.0,,85,"Action,Sci-Fi,Thriller"
565,the war room,1993,1993,tt0108515,movie,the war room,the war room,0.0,1993.0,,96,"Documentary,History"
2956,the war zone,1999,1999,tt0141974,movie,the war zone,the war zone,0.0,1999.0,,98,"Drama,Thriller"
3593,the watcher,2000,2000,tt0204626,movie,the watcher,the watcher,0.0,2000.0,,97,"Crime,Drama,Mystery"
2206,the waterboy,1998,1998,tt0120484,movie,the waterboy,the waterboy,0.0,1998.0,,90,"Comedy,Sport"
3595,the way of the gun,2000,2000,tt0202677,movie,the way of the gun,the way of the gun,0.0,2000.0,,119,"Action,Crime,Drama"
2995,the way we were,1973,1973,tt0070903,movie,the way we were,the way we were,0.0,1973.0,,118,"Drama,Romance"
1686,the wedding singer,1998,1998,tt0120888,movie,the wedding singer,the wedding singer,0.0,1998.0,,97,"Comedy,Music,Romance"
3092,the whole nine yards,2000,2000,tt0190138,movie,the whole nine yards,the whole nine yards,0.0,2000.0,,98,"Comedy,Crime"
